raw_source_url,raw_title,is_allegation,market_question,ts_lower,ts_upper,size_usd_approx,wallet_addr,direction,outcome_resolved,confidence_tier,quote,reasoning
https://gizmodo.com/the-great-insider-trading-reckoning-reportedly-hits-openai-2000727838,Gizmodo: Insider trading reckoning hits OpenAI,True,ChatGPT Browser launch date,2025-01-01T00:00:00Z,2025-04-10T00:00:00Z,309486.0,,YES,YES,T1,"13 wallets with zero activity were opened, signed up for prediction markets, and collectively bet $309,486 on the product's launch date. All of them were opened within 40 hours of the public unveiling.","Wired (cited by Gizmodo, a credible outlet) and financial data platform Unusual Whales documented 13 newly-created wallets collectively betting $309,486 on ChatGPT Browser's launch date, all opened within 40 hours of the public announcement, with OpenAI confirming it fired an employee for using confidential information on prediction markets — meeting T1 criteria with specific trade size, market, timing, and corroborating employer action."
https://www.thefp.com/p/french-whale-makes-85-million-on-polymarket-trump-win,Free Press: French whale $85M on Trump win,False,,,,,,,,,,"The article describes a French trader ('Théo') who commissioned legitimate private polling to inform his large Polymarket bets on Trump winning — this is a story of superior research/analysis, not non-public insider information, and no allegation of trading on illicitly obtained non-public information is made."
https://www.cbsnews.com/news/french-whale-made-over-80-million-on-polymarket-betting-on-trump-election-win-60-minutes/,CBS 60 Minutes: French whale $80M on Trump,False,,,,,,,,,,"The article describes a large but legitimate bet based on privately commissioned polling research (YouGov neighbor polls), with the Polymarket CEO explicitly explaining the informational edge was derived from legal, publicly-available-methodology polling — not non-public or insider information; there is no allegation of trading on improperly obtained non-public information."
https://finance.yahoo.com/news/polymarket-whale-actually-made-85-050139914.html,Yahoo: Polymarket whale made $85M,False,,,,,,,,,,"The post is a Yahoo Finance article title and navigation boilerplate with no substantive content about a specific suspicious trade, wallet, timing, or allegation of non-public information — the article body was not included."
https://sherwood.news/markets/french-polymarket-theo-record-breaking-million-bet-pay-out/,Sherwood: French Polymarket whale Théo,False,,,,,,,,,,"The article describes Théo's large Trump bets and winnings in detail, but frames them as a high-conviction public wager ('just making money') with no allegation that he possessed or acted on non-public information; the concerns raised are about gambling regulation, not insider trading."
https://markets.financialcontent.com/stocks/article/predictstreet-2026-1-17-the-tho-effect-how-an-85-million-bet-ignited-the-2026-prediction-market-super-cycle,PredictStreet: Théo Effect $85M bet,False,,,,,,,,,,"The article is a forward-looking industry analysis/promotional piece about prediction market growth in 2026, referencing 'Théo' as a historical success story of data-driven trading rather than making a specific allegation of insider trading or non-public information use."
https://medium.com/@josh.insidertrading.tech/polymarket-how-crypto-prediction-markets-legalized-insider-trading-1665fe9e8598,Medium: How crypto prediction markets legalized insider trading,True,Who will win the 2025 Nobel Peace Prize?,2025-10-09T00:00:00Z,2025-10-10T09:00:00Z,68340.0,,YES,YES,T2,"Account 'dirtycup' placed $68,340 on Machado at 3:41 AM UTC, just hours before the announcement. The account had been created weeks before the market opened and had traded only this single market. A classic insider pattern.","The article identifies a specific wallet handle ('dirtycup'), a concrete trade size ($68,340), a precise timestamp (3:41 AM UTC on Oct 9, 2025), and notes Norwegian authorities launched a formal investigation — satisfying multiple criteria for a genuine allegation with corroboration from named officials and blockchain analysis."
https://en.wikipedia.org/wiki/Polymarket,Polymarket — Wikipedia,False,,,,,,,,,,"This is a Wikipedia encyclopedia article providing general background on Polymarket; while it mentions 'numerous instances of suspicious trading have been observed' and references a WSJ grey-area characterization, it contains no specific allegation with concrete trade details, wallet addresses, or named traders acting on non-public information."
https://www.wionews.com/world/military-intel-for-gambling-israeli-air-force-major-charged-with-using-secret-iran-war-details-to-win-big-on-polymarket-1774598651598,"WION: Israeli Air Force major charged, classified Iran war intel for Polymarket bets",True,Will Israel strike Iran / timing of Israel's opening strike against Iran in June 2025,2025-06-12T00:00:00Z,2025-06-13T00:00:00Z,162663.0,,YES,YES,T1,"the reservist, who served as a major, shared information on the timing of Israel's opening strike in June 2025 with a civilian acquaintance, who then placed online bets for profit. Prosecutors allege the pair earned $162,663 from a successful wager","A credible news outlet (WION, citing Times of Israel and Ynet) reports a formal criminal indictment of an Israeli Air Force major who shared classified information about Israel's strike timing with a civilian who placed Polymarket bets the day before the June 13 operation, earning $162,663 — satisfying multiple specificity criteria including timing, size, market context, and corroborating legal proceedings."
https://www.timesofisrael.com/israeli-air-force-major-charged-with-using-classified-info-to-place-bets-on-polymarket/,Times of Israel: Air Force major charged with using classified info for Polymarket bets,True,Will Israel's war with Iran start/begin on [specific date in June 2025]?,2025-06-12T00:00:00Z,2025-06-13T12:00:00Z,162663.0,,YES,YES,T1,"the reservist was briefed on the operation in a confidential meeting a day before it began on June 13, then notified his accomplice...the latter placed a bet on the war's timing...The pair allegedly made $162,663 after winning the bet","A Times of Israel article reports a formal criminal indictment against an Israeli Air Force major and civilian accomplice for using classified military information to place Polymarket bets on the timing of Israel's war with Iran, specifying the profit amount and that the bet was placed the day before the June 13, 2025 operation began — meeting the threshold of a T1 allegation with concrete size, market, timing, and judicial proceedings."
https://www.timesofisrael.com/two-indicted-for-using-classified-info-to-place-online-bets-on-military-operations/,Times of Israel: Two indicted for using classified info for military bets,True,Will Israel strike Iran? / Timing of Israel's opening strike on Iran in the June 2025 12-day war,2025-06-01T00:00:00Z,2025-06-25T00:00:00Z,,,YES,YES,T1,"user who went by the name ricosuave666 placed several bets in June 2025 with suspicious accuracy regarding Israeli military operations in Iran, wagering tens of thousands of dollars and making a profit of around $150,000","A Times of Israel news report describes formal indictments filed against an Israeli military reservist and a civilian for using classified information to place Polymarket bets on Israeli military operations, specifically naming the Polymarket user ricosuave666 as having placed bets on the timing of Israel's opening strike on Iran with suspicious accuracy, making ~$150,000 profit — this is a T1 journalist-reported allegation with named trader, approximate size, specific market, and confirmed legal proceedings."
https://www.timesofisrael.com/polymarket-bets-on-us-iran-ceasefire-appear-to-suggest-insider-trading/,Times of Israel: Polymarket bets on US-Iran ceasefire suggest insider trading,True,Will there be a US-Iran ceasefire before March 31?,2026-03-21T00:00:00Z,2026-03-23T23:59:00Z,70000.0,,YES,,T1,"a total of eight new accounts created around March 21 bet almost $70,000 on there being a ceasefire before March 31. They stand to win nearly $820,000. The wallets 'definitely [look like] someone with some degree of inside info'","The Times of Israel, citing The Guardian, explicitly identifies eight newly-created accounts that placed ~$70,000 in coordinated YES bets on a US-Iran ceasefire just before Trump's public announcement of productive talks, with wallet-splitting behavior noted as consistent with insider trading — satisfying the T1 threshold as a journalist/high-credibility outlet identifying specific trades with size, market, timing, and behavioral pattern."
https://www.cnn.com/2026/03/24/politics/iran-war-bets-prediction-markets,CNN: Trader made ~$1M on Polymarket with accurate Iran bets,True,Will the US/Israel conduct military strikes against Iran?,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,967000.0,,YES,YES,T1,"The bettor won a staggering 93% of their five-figure wagers about Iran, even though the events they predicted were unannounced military operations... hours before Israeli strikes in October 2024... hours before US airstrikes against Iranian nuclear facilities in June 2025, and hours before the joint US-Israeli surprise attack in February","CNN, a high-credibility outlet, reports on a Bubblemaps analysis identifying a specific anonymous trader who netted ~$967K with an 83-93% win rate on Iran military strike markets, with trades placed hours before unannounced operations — satisfying criteria for a T1 allegation with documented timing, size, and pattern of suspicious activity."
https://www.cnbc.com/2026/04/15/kalshi-and-polymarket-congress-regulation-washington-influence.html,CNBC: Kalshi/Polymarket lobby as insider trading eyed by Congress,True,Will Nicolás Maduro be ousted as Venezuelan President?,2025-01-01T00:00:00Z,2025-01-31T23:59:59Z,400000.0,,YES,YES,T1,"One user on Polymarket raked in $400,000 in January by correctly predicting the ouster of Venezuelan President Nicolás Maduro, raising insider trading concerns.","A CNBC article explicitly identifies a specific trade — $400,000 won on Polymarket on the Maduro ouster — and frames it as raising insider trading concerns, satisfying the criteria for a concrete suspicious trade with size, market, and approximate timing reported by a high-credibility outlet."
https://www.tipranks.com/news/kalshi-and-polymarket-face-congress-scrutiny-over-insider-trading-concerns,TipRanks: Congress scrutiny over insider trading,False,,,,,,,,,,"The article discusses general congressional scrutiny and broad concerns about insider trading on Kalshi and Polymarket, but does not identify any specific trade, wallet, size, or timing that would constitute a concrete allegation."
https://www.cbsnews.com/news/polymarket-insider-trading-rules-iran-war-venezuela/,CBS: Polymarket buckles down on insider trading,True,Will the US strike Iran / outbreak of war in Iran,,,,,YES,YES,T1,One user appeared to make hundreds of thousands of dollars on wagers related to the timing of U.S. strikes on Iran.,"CBS News, a high-credibility outlet, explicitly reports that a specific Polymarket user made hundreds of thousands of dollars on suspiciously well-timed bets related to U.S. strikes on Iran, with the implication the user held non-public information, satisfying criteria for a T1 allegation."
https://gamingamerica.com/news/reality-tv-betting-insider-trading-prediction-markets,Gaming America: Reality TV bets raise insider concerns,True,Who will be eliminated next on Survivor (pre-taped season)?,,2025-03-25T00:00:00Z,10000000.0,,YES,YES,T1,The Times points to a Survivor episode in which one contestant held a 98% probability of elimination despite 21 possible outcomes. That contestant was eliminated. A similar pattern emerged in the following episode. One contestant held a 98% probability and eventually left the show.,"A New York Times report (high-credibility outlet) documents a concrete pattern on Kalshi/Polymarket Survivor markets where specific contestants were priced at 98% elimination probability across multiple episodes and were indeed eliminated, suggesting incorporation of nonpublic information; the season winner market trading over $10M with one contestant at 89% while ~20 remain further supports the allegation of structural insider exploitation."
https://staytuned.substack.com/p/polymarkets-insider-trading-problem,Barb McQuade: Polymarket's insider trading problem,True,Will the American military strike on Iran?,2025-02-01T00:00:00Z,2025-02-28T23:59:00Z,855000.0,,YES,YES,T1,"In February, more than 150 accounts on Polymarket correctly predicted the American military strike on Iran, betting a collective $855,000. The accuracy of these bets has sparked concern that people entrusted with sensitive information may be leaking to their friends in order to cash in.","This is a journalist/analyst piece published in a named outlet explicitly identifying a specific collective trade of $855,000 across 150+ accounts on a named market that resolved correctly before the event was public, framed as a potential insider trading allegation now under federal scrutiny."
https://www.newsweek.com/vindman-demands-polymarket-records-over-traitorous-military-bets-11850930,Newsweek: Vindman demands Polymarket records over military bets,False,,,,,,,,,,"unparseable LLM output: I need to identify whether this article contains specific allegations with enough concrete detail to qualify.

The article describes:
1. Newly created accounts making $400K–$553K betting on U.S. milit"
https://www.financemagnates.com/cryptocurrency/unusual-whales-extends-insider-radar-to-prediction-markets-with-unusual-predictions/,FinanceMagnates: Unusual Whales extends insider radar to prediction markets,False,,,,,,,,,,"The article describes the launch of a surveillance analytics product ('Unusual Predictions') for prediction markets and references insider trading as a general concern, but contains no specific allegation about a particular trade, wallet, market, or trader acting on non-public information."
https://phemex.com/news/article/unusual-whales-launches-tool-to-track-insider-trading-on-polymarket-54994,Phemex: Unusual Whales tool tracks Polymarket insider,False,,,,,,,,,,"The article describes the launch of a general monitoring tool by Unusual Whales and references past insider trading allegations (Venezuelan coup) only in passing without providing specific trade details, wallet addresses, sizes, or timing that would constitute a concrete allegation."
https://www.weex.com/news/detail/dissecting-polymarkets-top-10-whales-27000-transactions-the-smart-money-mirage-and-the-law-of-survival-296753,"WEEX: Dissecting Polymarket's top 10 whales, 27K transactions",False,,,,,,,,,,"The article is an analytical piece about trading strategies and win rates of top Polymarket whales, with no specific allegation that any trader acted on non-public information."
https://www.newarab.com/analysis/gambling-death-polymarket-and-dark-rise-war-betting,NewArab: Gambling on death — Polymarket and war betting,True,Will Israeli/US strikes on Iran occur before July 2025?,2025-06-01T00:00:00Z,2025-06-05T00:00:00Z,162663.0,,YES,YES,T1,"the reservist attended a classified briefing two days before the opening of Israel's first war against Iran in June 2025, where the date of Israel's strike on Iran was disclosed... The associate placed a bet on Polymarket that strikes would occur before July. The pair made $162,663","A journalist outlet (The New Arab) reports a formal criminal indictment in Tel Aviv District Court naming an Israeli Air Force reservist and civilian accomplice who traded on classified information, satisfying T1 criteria with specific trade size, market, timing, and legal proceedings documented."
https://philippdubach.com/posts/the-absolute-insider-mess-of-prediction-markets/,Dubach: The absolute insider mess of prediction markets,True,Will Israel attack Iran on Friday? (and related Israel-Iran war markets),2025-06-01T00:00:00Z,2025-06-30T00:00:00Z,152000.0,,YES,YES,T1,"Israeli authorities indicted two people for using classified military intelligence to bet on Polymarket during Israel's 12-day war with Iran in June 2025. A Polymarket account called 'ricosuave666' placed seven bets on questions like 'Will Israel attack Iran on Friday?' and got every one correct. Total winnings: roughly $150,000-$152,000.","A journalist-authored piece reports a criminal indictment by Israeli authorities of two individuals who used classified military intelligence to trade on Polymarket, naming the specific account, number of bets, markets, and total winnings — meeting T1 criteria with multiple concrete trade details and official law enforcement action cited."
https://www.mexc.com/news/783229,MEXC: The Many Cases of Insider Trading on Polymarket,True,Will Nicolás Maduro be captured/removed from power?,2026-01-01T00:00:00Z,2026-01-31T23:59:59Z,32000.0,,YES,YES,T1,"an anonymous trader on Polymarket put $32,000 on the downfall of Venezuelan dictator Nicolás Maduro just hours before President Trump announced his capture. That trader pocketed more than $400,000. Experts immediately suspected the trader had insider knowledge of the U.S. military raid","A journalist-published news article (syndicated via MEXC/Bitcoinchaser) identifies a specific trade of $32,000 placed hours before a public announcement of Maduro's capture, with the trader profiting over $400,000, meeting the threshold for a T1 allegation with concrete size, market, timing, and outcome."
https://www.mexc.co/en-IN/news/233271,MEXC: Polymarket trader $1M on Google Search Bets,True,"Google 2025 Year in Search rankings (multiple markets, including 'Will d4vd be the most searched person of 2025?')",2024-11-29T00:00:00Z,2024-12-05T16:00:00Z,3000000.0,0xafEe,YES,YES,T2,"Meta engineer Jeong Haeju exposed the situation on X, stating the trader achieved a 22-for-23 success rate on Google search predictions. Public blockchain data shows the wallet deposited $3 million into Polymarket last Friday before immediately placing large bets.","A named wallet ('0xafEe'/AlphaRaccoon) is specifically identified with a $3M deposit, a 22-for-23 win rate on Google search trend markets netting ~$1M, flagged by a named Meta engineer citing on-chain data — meeting multi-field specificity and corroboration criteria for T2."
